,track_title,album_title
1815,Crash Course In Brain Surgery,Garage Inc. (Disc 2)
1816,Last Caress/Green Hell,Garage Inc. (Disc 2)
1817,Am I Evil?,Garage Inc. (Disc 2)
1818,Blitzkrieg,Garage Inc. (Disc 2)
1819,Breadfan,Garage Inc. (Disc 2)
1820,The Prince,Garage Inc. (Disc 2)
1821,Stone Cold Crazy,Garage Inc. (Disc 2)
1822,So What,Garage Inc. (Disc 2)
1823,Killing Time,Garage Inc. (Disc 2)
1824,Overkill,Garage Inc. (Disc 2)
1825,Damage Case,Garage Inc. (Disc 2)
1826,Stone Dead Forever,Garage Inc. (Disc 2)
1827,Too Late Too Late,Garage Inc. (Disc 2)
1828,Hit The Lights,Kill 'Em All
1829,The Four Horsemen,Kill 'Em All
1830,Motorbreath,Kill 'Em All
1831,Jump In The Fire,Kill 'Em All
1832,(Anesthesia) Pulling Teeth,Kill 'Em All
1833,Whiplash,Kill 'Em All
1834,Phantom Lord,Kill 'Em All
1835,No Remorse,Kill 'Em All
1836,Seek & Destroy,Kill 'Em All
1837,Metal Militia,Kill 'Em All
1838,Ain't My Bitch,Load
1839,2 X 4,Load
1840,The House Jack Built,Load
1841,Until It Sleeps,Load
1842,King Nothing,Load
1843,Hero Of The Day,Load
1844,Bleeding Me,Load
1845,Cure,Load
1846,Poor Twisted Me,Load
1847,Wasted My Hate,Load
1848,Mama Said,Load
1849,Thorn Within,Load
1850,Ronnie,Load
1851,The Outlaw Torn,Load
1852,Battery,Master Of Puppets
1853,Master Of Puppets,Master Of Puppets
1854,The Thing That Should Not Be,Master Of Puppets
1855,Welcome Home (Sanitarium),Master Of Puppets
1856,Disposable Heroes,Master Of Puppets
1857,Leper Messiah,Master Of Puppets
1858,Orion,Master Of Puppets
1859,Damage Inc.,Master Of Puppets
1860,Fuel,ReLoad
1861,The Memory Remains,ReLoad
1862,Devil's Dance,ReLoad
1863,The Unforgiven II,ReLoad
1864,Better Than You,ReLoad
1865,Slither,ReLoad
1866,Carpe Diem Baby,ReLoad
1867,Bad Seed,ReLoad
1868,Where The Wild Things Are,ReLoad
1869,Prince Charming,ReLoad
1870,Low Man's Lyric,ReLoad
1871,Attitude,ReLoad
1872,Fixxxer,ReLoad
1873,Fight Fire With Fire,Ride The Lightning
1874,Ride The Lightning,Ride The Lightning
1875,For Whom The Bell Tolls,Ride The Lightning
1876,Fade To Black,Ride The Lightning
1877,Trapped Under Ice,Ride The Lightning
1878,Escape,Ride The Lightning
1879,Creeping Death,Ride The Lightning
1880,The Call Of Ktulu,Ride The Lightning
1881,Frantic,St. Anger
1882,St. Anger,St. Anger
1883,Some Kind Of Monster,St. Anger
1884,Dirty Window,St. Anger
1885,Invisible Kid,St. Anger
1886,My World,St. Anger
1887,Shoot Me Again,St. Anger
1888,Sweet Amber,St. Anger
1889,The Unnamed Feeling,St. Anger
1890,Purify,St. Anger
1891,All Within My Hands,St. Anger
1892,Blackened,...And Justice For All
1893,...And Justice For All,...And Justice For All
1894,Eye Of The Beholder,...And Justice For All
1895,One,...And Justice For All
1896,The Shortest Straw,...And Justice For All
1897,Harvester Of Sorrow,...And Justice For All
1898,The Frayed Ends Of Sanity,...And Justice For All
1899,To Live Is To Die,...And Justice For All
1900,Dyers Eve,...And Justice For All
1901,Springsville,Miles Ahead
1902,The Maids Of Cadiz,Miles Ahead
1903,The Duke,Miles Ahead
1904,My Ship,Miles Ahead
1905,Miles Ahead,Miles Ahead
1906,Blues For Pablo,Miles Ahead
1907,New Rhumba,Miles Ahead
1908,The Meaning Of The Blues,Miles Ahead
1909,Lament,Miles Ahead
1910,I Don't Wanna Be Kissed (By Anyone But You),Miles Ahead
1911,Springsville (Alternate Take),Miles Ahead
1912,Blues For Pablo (Alternate Take),Miles Ahead
1913,The Meaning Of The Blues/Lament (Alternate Take),Miles Ahead
1914,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),Miles Ahead
1915,Coração De Estudante,Milton Nascimento Ao Vivo
1916,A Noite Do Meu Bem,Milton Nascimento Ao Vivo
1917,Paisagem Na Janela,Milton Nascimento Ao Vivo
1918,Cuitelinho,Milton Nascimento Ao Vivo
1919,Caxangá,Milton Nascimento Ao Vivo
1920,Nos Bailes Da Vida,Milton Nascimento Ao Vivo
1921,Menestrel Das Alagoas,Milton Nascimento Ao Vivo
1922,Brasil,Milton Nascimento Ao Vivo
1923,Canção Do Novo Mundo,Milton Nascimento Ao Vivo
1924,Um Gosto De Sol,Milton Nascimento Ao Vivo
1925,Solar,Milton Nascimento Ao Vivo
1926,Para Lennon E McCartney,Milton Nascimento Ao Vivo
1927,"Maria, Maria",Milton Nascimento Ao Vivo
1928,Minas,Minas
1929,"Fé Cega, Faca Amolada",Minas
1930,Beijo Partido,Minas
1931,Saudade Dos Aviões Da Panair (Conversando No Bar),Minas
1932,Gran Circo,Minas
1933,Ponta de Areia,Minas
1934,Trastevere,Minas
1935,Idolatrada,Minas
1936,Leila (Venha Ser Feliz),Minas
1937,Paula E Bebeto,Minas
1938,Simples,Minas
1939,Norwegian Wood,Minas
1940,Caso Você Queira Saber,Minas
1941,Ace Of Spades,Ace Of Spades
1942,Love Me Like A Reptile,Ace Of Spades
1943,Shoot You In The Back,Ace Of Spades
1944,Live To Win,Ace Of Spades
1945,Fast And Loose,Ace Of Spades
1946,(We Are) The Road Crew,Ace Of Spades
1947,Fire Fire,Ace Of Spades
1948,Jailbait,Ace Of Spades
1949,Dance,Ace Of Spades
1950,Bite The Bullet,Ace Of Spades
1951,The Chase Is Better Than The Catch,Ace Of Spades
1952,The Hammer,Ace Of Spades
1953,Dirty Love,Ace Of Spades
1954,Please Don't Touch,Ace Of Spades
1955,Emergency,Ace Of Spades
1956,Kir Royal,Demorou...
1957,O Que Vai Em Meu Coração,Demorou...
1958,Aos Leões,Demorou...
1959,Dois Índios,Demorou...
1960,Noite Negra,Demorou...
1961,Beijo do Olhar,Demorou...
1962,É Fogo,Demorou...
1963,Já Foi,Demorou...
1964,Só Se For Pelo Cabelo,Demorou...
1965,No Clima,Demorou...
1966,A Moça e a Chuva,Demorou...
1967,Demorou!,Demorou...
1968,Bitter Pill,Motley Crue Greatest Hits
1969,Enslaved,Motley Crue Greatest Hits
1970,"Girls, Girls, Girls",Motley Crue Greatest Hits
1971,Kickstart My Heart,Motley Crue Greatest Hits
1972,Wild Side,Motley Crue Greatest Hits
1973,Glitter,Motley Crue Greatest Hits
1974,Dr. Feelgood,Motley Crue Greatest Hits
1975,Same Ol' Situation,Motley Crue Greatest Hits
1976,Home Sweet Home,Motley Crue Greatest Hits
1977,Afraid,Motley Crue Greatest Hits
1978,Don't Go Away Mad (Just Go Away),Motley Crue Greatest Hits
1979,Without You,Motley Crue Greatest Hits
1980,Smokin' in The Boys Room,Motley Crue Greatest Hits
1981,Primal Scream,Motley Crue Greatest Hits
1982,Too Fast For Love,Motley Crue Greatest Hits
1983,Looks That Kill,Motley Crue Greatest Hits
1984,Shout At The Devil,Motley Crue Greatest Hits
1985,Intro,From The Muddy Banks Of The Wishkah [Live]
1986,School,From The Muddy Banks Of The Wishkah [Live]
1987,Drain You,From The Muddy Banks Of The Wishkah [Live]
1988,Aneurysm,From The Muddy Banks Of The Wishkah [Live]
1989,Smells Like Teen Spirit,From The Muddy Banks Of The Wishkah [Live]
1990,Been A Son,From The Muddy Banks Of The Wishkah [Live]
1991,Lithium,From The Muddy Banks Of The Wishkah [Live]
1992,Sliver,From The Muddy Banks Of The Wishkah [Live]
1993,Spank Thru,From The Muddy Banks Of The Wishkah [Live]
1994,Scentless Apprentice,From The Muddy Banks Of The Wishkah [Live]
1995,Heart-Shaped Box,From The Muddy Banks Of The Wishkah [Live]
1996,Milk It,From The Muddy Banks Of The Wishkah [Live]
1997,Negative Creep,From The Muddy Banks Of The Wishkah [Live]
1998,Polly,From The Muddy Banks Of The Wishkah [Live]
1999,Breed,From The Muddy Banks Of The Wishkah [Live]
2000,Tourette's,From The Muddy Banks Of The Wishkah [Live]
2001,Blew,From The Muddy Banks Of The Wishkah [Live]
2002,Smells Like Teen Spirit,Nevermind
2003,In Bloom,Nevermind
2004,Come As You Are,Nevermind
2005,Breed,Nevermind
2006,Lithium,Nevermind
2007,Polly,Nevermind
2008,Territorial Pissings,Nevermind
2009,Drain You,Nevermind
2010,Lounge Act,Nevermind
2011,Stay Away,Nevermind
2012,On A Plain,Nevermind
2013,Something In The Way,Nevermind
2014,Time,Compositores
2015,P.S.Apareça,Compositores
2016,Sangue Latino,Compositores
2017,Folhas Secas,Compositores
2018,Poeira,Compositores
2019,Mágica,Compositores
2020,Quem Mata A Mulher Mata O Melhor,Compositores
2021,Mundaréu,Compositores
2022,O Braço Da Minha Guitarra,Compositores
2023,Deus,Compositores
2024,Mãe Terra,Compositores
2025,Às Vezes,Compositores
2026,Menino De Rua,Compositores
2027,Prazer E Fé,Compositores
2028,Elza,Compositores
2029,Requebra,Olodum
2030,Nossa Gente (Avisa Là),Olodum
2031,Olodum - Alegria Geral,Olodum
2032,Madagáscar Olodum,Olodum
2033,Faraó Divindade Do Egito,Olodum
2034,Todo Amor (Asas Da Liberdade),Olodum
2035,Denúncia,Olodum
2036,"Olodum, A Banda Do Pelô",Olodum
2037,Cartao Postal,Olodum
2038,Jeito Faceiro,Olodum
2039,Revolta Olodum,Olodum
2040,Reggae Odoyá,Olodum
2041,Protesto Do Olodum (Ao Vivo),Olodum
2042,Olodum - Smile (Instrumental),Olodum
2043,Vulcão Dub - Fui Eu,Acústico MTV
2044,O Trem Da Juventude,Acústico MTV
2045,Manguetown,Acústico MTV
2046,"Um Amor, Um Lugar",Acústico MTV
2047,Bora-Bora,Acústico MTV
2048,Vai Valer,Acústico MTV
2049,I Feel Good (I Got You) - Sossego,Acústico MTV
2050,Uns Dias,Acústico MTV
2051,Sincero Breu,Acústico MTV
2052,Meu Erro,Acústico MTV
2053,Selvagem,Acústico MTV
2054,Brasília 5:31,Acústico MTV
2055,Tendo A Lua,Acústico MTV
2056,Que País É Este,Acústico MTV
2057,Navegar Impreciso,Acústico MTV
2058,Feira Moderna,Acústico MTV
2059,Tequila - Lourinha Bombril (Parate Y Mira),Acústico MTV
2060,Vamo Batê Lata,Acústico MTV
2061,Life During Wartime,Acústico MTV
2062,Nebulosa Do Amor,Acústico MTV
2063,Caleidoscópio,Acústico MTV
2064,Trac Trac,Arquivo II
2065,Tendo A Lua,Arquivo II
2066,Mensagen De Amor (2000),Arquivo II
2067,Lourinha Bombril,Arquivo II
2068,La Bella Luna,Arquivo II
2069,Busca Vida,Arquivo II
2070,Uma Brasileira,Arquivo II
2071,Luis Inacio (300 Picaretas),Arquivo II
2072,Saber Amar,Arquivo II
2073,Ela Disse Adeus,Arquivo II
2074,O Amor Nao Sabe Esperar,Arquivo II
2075,Aonde Quer Que Eu Va,Arquivo II
2076,Caleidoscópio,Arquivo Os Paralamas Do Sucesso
2077,Óculos,Arquivo Os Paralamas Do Sucesso
2078,Cinema Mudo,Arquivo Os Paralamas Do Sucesso
2079,Alagados,Arquivo Os Paralamas Do Sucesso
2080,Lanterna Dos Afogados,Arquivo Os Paralamas Do Sucesso
2081,Melô Do Marinheiro,Arquivo Os Paralamas Do Sucesso
2082,Vital E Sua Moto,Arquivo Os Paralamas Do Sucesso
2083,O Beco,Arquivo Os Paralamas Do Sucesso
2084,Meu Erro,Arquivo Os Paralamas Do Sucesso
2085,Perplexo,Arquivo Os Paralamas Do Sucesso
2086,Me Liga,Arquivo Os Paralamas Do Sucesso
2087,Quase Um Segundo,Arquivo Os Paralamas Do Sucesso
2088,Selvagem,Arquivo Os Paralamas Do Sucesso
2089,Romance Ideal,Arquivo Os Paralamas Do Sucesso
2090,Será Que Vai Chover?,Arquivo Os Paralamas Do Sucesso
2091,SKA,Arquivo Os Paralamas Do Sucesso
2092,Bark at the Moon,Bark at the Moon (Remastered)
2093,I Don't Know,Blizzard of Ozz
2094,Crazy Train,Blizzard of Ozz
2095,Flying High Again,Diary of a Madman (Remastered)
2096,"Mama, I'm Coming Home",No More Tears (Remastered)
2097,No More Tears,No More Tears (Remastered)
2098,I Don't Know,Tribute
2099,Crazy Train,Tribute
2100,Believer,Tribute
2101,Mr. Crowley,Tribute
2102,Flying High Again,Tribute
2103,Relvelation (Mother Earth),Tribute
2104,Steal Away (The Night),Tribute
2105,Suicide Solution (With Guitar Solo),Tribute
2106,Iron Man,Tribute
2107,Children Of The Grave,Tribute
2108,Paranoid,Tribute
2109,Goodbye To Romance,Tribute
2110,No Bone Movies,Tribute
2111,Dee,Tribute
2112,Shining In The Light,Walking Into Clarksdale
2113,When The World Was Young,Walking Into Clarksdale
2114,Upon A Golden Horse,Walking Into Clarksdale
2115,Blue Train,Walking Into Clarksdale
2116,Please Read The Letter,Walking Into Clarksdale
2117,Most High,Walking Into Clarksdale
2118,Heart In Your Hand,Walking Into Clarksdale
2119,Walking Into Clarksdale,Walking Into Clarksdale
2120,Burning Up,Walking Into Clarksdale
2121,When I Was A Child,Walking Into Clarksdale
2122,House Of Love,Walking Into Clarksdale
2123,Sons Of Freedom,Walking Into Clarksdale
2124,United Colours,Original Soundtracks 1
2125,Slug,Original Soundtracks 1
2126,Your Blue Room,Original Soundtracks 1
2127,Always Forever Now,Original Soundtracks 1
2128,A Different Kind Of Blue,Original Soundtracks 1
2129,Beach Sequence,Original Soundtracks 1
2130,Miss Sarajevo,Original Soundtracks 1
2131,Ito Okashi,Original Soundtracks 1
2132,One Minute Warning,Original Soundtracks 1
2133,Corpse (These Chains Are Way Too Long),Original Soundtracks 1
2134,Elvis Ate America,Original Soundtracks 1
2135,Plot 180,Original Soundtracks 1
2136,Theme From The Swan,Original Soundtracks 1
2137,Theme From Let's Go Native,Original Soundtracks 1
2138,Wrathchild,The Beast Live
2139,Killers,The Beast Live
2140,Prowler,The Beast Live
2141,Murders In The Rue Morgue,The Beast Live
2142,Women In Uniform,The Beast Live
2143,Remember Tomorrow,The Beast Live
2144,Sanctuary,The Beast Live
2145,Running Free,The Beast Live
2146,Phantom Of The Opera,The Beast Live
2147,Iron Maiden,The Beast Live
2148,Corduroy,Live On Two Legs [Live]
2149,Given To Fly,Live On Two Legs [Live]
2150,"Hail, Hail",Live On Two Legs [Live]
2151,Daughter,Live On Two Legs [Live]
2152,Elderly Woman Behind The Counter In A Small Town,Live On Two Legs [Live]
2153,Untitled,Live On Two Legs [Live]
2154,MFC,Live On Two Legs [Live]
2155,Go,Live On Two Legs [Live]
2156,Red Mosquito,Live On Two Legs [Live]
2157,Even Flow,Live On Two Legs [Live]
2158,Off He Goes,Live On Two Legs [Live]
2159,Nothingman,Live On Two Legs [Live]
2160,Do The Evolution,Live On Two Legs [Live]
2161,Better Man,Live On Two Legs [Live]
2162,Black,Live On Two Legs [Live]
2163,F*Ckin' Up,Live On Two Legs [Live]
2164,Life Wasted,Pearl Jam
2165,World Wide Suicide,Pearl Jam
2166,Comatose,Pearl Jam
2167,Severed Hand,Pearl Jam
2168,Marker In The Sand,Pearl Jam
2169,Parachutes,Pearl Jam
2170,Unemployable,Pearl Jam
2171,Big Wave,Pearl Jam
2172,Gone,Pearl Jam
2173,Wasted Reprise,Pearl Jam
2174,Army Reserve,Pearl Jam
2175,Come Back,Pearl Jam
2176,Inside Job,Pearl Jam
2177,Can't Keep,Riot Act
2178,Save You,Riot Act
2179,Love Boat Captain,Riot Act
2180,Cropduster,Riot Act
2181,Ghost,Riot Act
2182,I Am Mine,Riot Act
2183,Thumbing My Way,Riot Act
2184,You Are,Riot Act
2185,Get Right,Riot Act
2186,Green Disease,Riot Act
2187,Help Help,Riot Act
2188,Bushleager,Riot Act
2189,1/2 Full,Riot Act
2190,Arc,Riot Act
2191,All or None,Riot Act
2192,Once,Ten
2193,Evenflow,Ten
2194,Alive,Ten
2195,Why Go,Ten
2196,Black,Ten
2197,Jeremy,Ten
2198,Oceans,Ten
2199,Porch,Ten
2200,Garden,Ten
2201,Deep,Ten
2202,Release,Ten
2203,Go,Vs.
2204,Animal,Vs.
2205,Daughter,Vs.
2206,Glorified G,Vs.
2207,Dissident,Vs.
2208,W.M.A.,Vs.
2209,Blood,Vs.
2210,Rearviewmirror,Vs.
2211,Rats,Vs.
2212,Elderly Woman Behind The Counter In A Small Town,Vs.
2213,Leash,Vs.
2214,Indifference,Vs.
2215,Johnny B. Goode,Greatest Hits
2216,Don't Look Back,Greatest Hits
2217,Jah Seh No,Greatest Hits
2218,I'm The Toughest,Greatest Hits
2219,Nothing But Love,Greatest Hits
2220,Buk-In-Hamm Palace,Greatest Hits
2221,Bush Doctor,Greatest Hits
2222,Wanted Dread And Alive,Greatest Hits
2223,Mystic Man,Greatest Hits
2224,Coming In Hot,Greatest Hits
2225,Pick Myself Up,Greatest Hits
2226,Crystal Ball,Greatest Hits
2227,Equal Rights Downpresser Man,Greatest Hits
2228,Speak To Me/Breathe,Dark Side Of The Moon
2229,On The Run,Dark Side Of The Moon
2230,Time,Dark Side Of The Moon
2231,The Great Gig In The Sky,Dark Side Of The Moon
2232,Money,Dark Side Of The Moon
2233,Us And Them,Dark Side Of The Moon
2234,Any Colour You Like,Dark Side Of The Moon
2235,Brain Damage,Dark Side Of The Moon
2236,Eclipse,Dark Side Of The Moon
2237,ZeroVinteUm,Os Cães Ladram Mas A Caravana Não Pára
2238,Queimando Tudo,Os Cães Ladram Mas A Caravana Não Pára
2239,Hip Hop Rio,Os Cães Ladram Mas A Caravana Não Pára
2240,Bossa,Os Cães Ladram Mas A Caravana Não Pára
2241,100% HardCore,Os Cães Ladram Mas A Caravana Não Pára
2242,Biruta,Os Cães Ladram Mas A Caravana Não Pára
2243,Mão Na Cabeça,Os Cães Ladram Mas A Caravana Não Pára
2244,O Bicho Tá Pregando,Os Cães Ladram Mas A Caravana Não Pára
2245,Adoled (Ocean),Os Cães Ladram Mas A Caravana Não Pára
2246,Seus Amigos,Os Cães Ladram Mas A Caravana Não Pára
2247,Paga Pau,Os Cães Ladram Mas A Caravana Não Pára
2248,Rappers Reais,Os Cães Ladram Mas A Caravana Não Pára
2249,Nega Do Cabelo Duro,Os Cães Ladram Mas A Caravana Não Pára
2250,Hemp Family,Os Cães Ladram Mas A Caravana Não Pára
2251,Quem Me Cobrou?,Os Cães Ladram Mas A Caravana Não Pára
2252,Se Liga,Os Cães Ladram Mas A Caravana Não Pára
2253,Bohemian Rhapsody,Greatest Hits I
2254,Another One Bites The Dust,Greatest Hits I
2255,Killer Queen,Greatest Hits I
2256,Fat Bottomed Girls,Greatest Hits I
2257,Bicycle Race,Greatest Hits I
2258,You're My Best Friend,Greatest Hits I
2259,Don't Stop Me Now,Greatest Hits I
2260,Save Me,Greatest Hits I
2261,Crazy Little Thing Called Love,Greatest Hits I
2262,Somebody To Love,Greatest Hits I
2263,Now I'm Here,Greatest Hits I
2264,Good Old-Fashioned Lover Boy,Greatest Hits I
2265,Play The Game,Greatest Hits I
2266,Flash,Greatest Hits I
2267,Seven Seas Of Rhye,Greatest Hits I
2268,We Will Rock You,Greatest Hits I
2269,We Are The Champions,Greatest Hits I
2270,We Will Rock You,News Of The World
2271,We Are The Champions,News Of The World
2272,Sheer Heart Attack,News Of The World
2273,"All Dead, All Dead",News Of The World
2274,Spread Your Wings,News Of The World
2275,Fight From The Inside,News Of The World
2276,"Get Down, Make Love",News Of The World
2277,Sleep On The Sidewalk,News Of The World
2278,Who Needs You,News Of The World
2279,It's Late,News Of The World
2280,My Melancholy Blues,News Of The World
2281,Shiny Happy People,Out Of Time
2282,Me In Honey,Out Of Time
2283,Radio Song,Out Of Time
2284,Pop Song 89,Green
2285,Get Up,Green
2286,You Are The Everything,Green
2287,Stand,Green
2288,World Leader Pretend,Green
2289,The Wrong Child,Green
2290,Orange Crush,Green
2291,Turn You Inside-Out,Green
2292,Hairshirt,Green
2293,I Remember California,Green
2294,Untitled,Green
2295,How The West Was Won And Where It Got Us,New Adventures In Hi-Fi
2296,The Wake-Up Bomb,New Adventures In Hi-Fi
2297,New Test Leper,New Adventures In Hi-Fi
2298,Undertow,New Adventures In Hi-Fi
2299,E-Bow The Letter,New Adventures In Hi-Fi
2300,Leave,New Adventures In Hi-Fi
2301,Departure,New Adventures In Hi-Fi
2302,Bittersweet Me,New Adventures In Hi-Fi
2303,Be Mine,New Adventures In Hi-Fi
2304,Binky The Doormat,New Adventures In Hi-Fi
2305,Zither,New Adventures In Hi-Fi
2306,"So Fast, So Numb",New Adventures In Hi-Fi
2307,Low Desert,New Adventures In Hi-Fi
2308,Electrolite,New Adventures In Hi-Fi
2309,Losing My Religion,Out Of Time
2310,Low,Out Of Time
2311,Near Wild Heaven,Out Of Time
2312,Endgame,Out Of Time
2313,Belong,Out Of Time
2314,Half A World Away,Out Of Time
2315,Texarkana,Out Of Time
2316,Country Feedback,Out Of Time
2317,Carnival Of Sorts,The Best Of R.E.M.: The IRS Years
2318,Radio Free Aurope,The Best Of R.E.M.: The IRS Years
2319,Perfect Circle,The Best Of R.E.M.: The IRS Years
2320,Talk About The Passion,The Best Of R.E.M.: The IRS Years
2321,So Central Rain,The Best Of R.E.M.: The IRS Years
2322,Don't Go Back To Rockville,The Best Of R.E.M.: The IRS Years
2323,Pretty Persuasion,The Best Of R.E.M.: The IRS Years
2324,Green Grow The Rushes,The Best Of R.E.M.: The IRS Years
2325,Can't Get There From Here,The Best Of R.E.M.: The IRS Years
2326,Driver 8,The Best Of R.E.M.: The IRS Years
2327,Fall On Me,The Best Of R.E.M.: The IRS Years
2328,I Believe,The Best Of R.E.M.: The IRS Years
2329,Cuyahoga,The Best Of R.E.M.: The IRS Years
2330,The One I Love,The Best Of R.E.M.: The IRS Years
2331,The Finest Worksong,The Best Of R.E.M.: The IRS Years
2332,It's The End Of The World As We Know It (And I Feel Fine),The Best Of R.E.M.: The IRS Years
2333,Infeliz Natal,Cesta Básica
2334,A Sua,Cesta Básica
2335,Papeau Nuky Doe,Cesta Básica
2336,Merry Christmas,Cesta Básica
2337,Bodies,Cesta Básica
2338,Puteiro Em João Pessoa,Cesta Básica
2339,Esporrei Na Manivela,Cesta Básica
2340,Bê-a-Bá,Cesta Básica
2341,Cajueiro,Cesta Básica
2342,Palhas Do Coqueiro,Cesta Básica
2343,Maluco Beleza,Raul Seixas
2344,O Dia Em Que A Terra Parou,Raul Seixas
2345,No Fundo Do Quintal Da Escola,Raul Seixas
2346,O Segredo Do Universo,Raul Seixas
2347,As Profecias,Raul Seixas
2348,Mata Virgem,Raul Seixas
2349,Sapato 36,Raul Seixas
2350,Todo Mundo Explica,Raul Seixas
2351,Que Luz É Essa,Raul Seixas
2352,Diamante De Mendigo,Raul Seixas
2353,Negócio É,Raul Seixas
2354,"Muita Estrela, Pouca Constelação",Raul Seixas
2355,Século XXI,Raul Seixas
2356,Rock Das Aranhas (Ao Vivo) (Live),Raul Seixas
2357,The Power Of Equality,Blood Sugar Sex Magik
2358,If You Have To Ask,Blood Sugar Sex Magik
2359,Breaking The Girl,Blood Sugar Sex Magik
2360,Funky Monks,Blood Sugar Sex Magik
2361,Suck My Kiss,Blood Sugar Sex Magik
2362,I Could Have Lied,Blood Sugar Sex Magik
2363,Mellowship Slinky In B Major,Blood Sugar Sex Magik
2364,The Righteous & The Wicked,Blood Sugar Sex Magik
2365,Give It Away,Blood Sugar Sex Magik
2366,Blood Sugar Sex Magik,Blood Sugar Sex Magik
2367,Under The Bridge,Blood Sugar Sex Magik
2368,Naked In The Rain,Blood Sugar Sex Magik
2369,Apache Rose Peacock,Blood Sugar Sex Magik
2370,The Greeting Song,Blood Sugar Sex Magik
2371,My Lovely Man,Blood Sugar Sex Magik
2372,Sir Psycho Sexy,Blood Sugar Sex Magik
2373,They're Red Hot,Blood Sugar Sex Magik
2374,By The Way,By The Way
2375,Universally Speaking,By The Way
2376,This Is The Place,By The Way
2377,Dosed,By The Way
2378,Don't Forget Me,By The Way
2379,The Zephyr Song,By The Way
2380,Can't Stop,By The Way
2381,I Could Die For You,By The Way
2382,Midnight,By The Way
2383,Throw Away Your Television,By The Way
2384,Cabron,By The Way
2385,Tear,By The Way
2386,On Mercury,By The Way
2387,Minor Thing,By The Way
2388,Warm Tape,By The Way
2389,Venice Queen,By The Way
2390,Around The World,Californication
2391,Parallel Universe,Californication
2392,Scar Tissue,Californication
2393,Otherside,Californication
2394,Get On Top,Californication
2395,Californication,Californication
2396,Easily,Californication
2397,Porcelain,Californication
2398,Emit Remmus,Californication
2399,I Like Dirt,Californication
2400,This Velvet Glove,Californication
2401,Savior,Californication
2402,Purple Stain,Californication
2403,Right On Time,Californication
2404,Road Trippin',Californication
2405,The Spirit Of Radio,Retrospective I (1974-1980)
2406,The Trees,Retrospective I (1974-1980)
2407,Something For Nothing,Retrospective I (1974-1980)
2408,Freewill,Retrospective I (1974-1980)
2409,Xanadu,Retrospective I (1974-1980)
2410,Bastille Day,Retrospective I (1974-1980)
2411,By-Tor And The Snow Dog,Retrospective I (1974-1980)
2412,Anthem,Retrospective I (1974-1980)
2413,Closer To The Heart,Retrospective I (1974-1980)
2414,2112 Overture,Retrospective I (1974-1980)
2415,The Temples Of Syrinx,Retrospective I (1974-1980)
2416,La Villa Strangiato,Retrospective I (1974-1980)
2417,Fly By Night,Retrospective I (1974-1980)
2418,Finding My Way,Retrospective I (1974-1980)
2419,Jingo,Santana - As Years Go By
2420,El Corazon Manda,Santana - As Years Go By
2421,La Puesta Del Sol,Santana - As Years Go By
2422,Persuasion,Santana - As Years Go By
2423,As The Years Go by,Santana - As Years Go By
2424,Soul Sacrifice,Santana - As Years Go By
2425,Fried Neckbones And Home Fries,Santana - As Years Go By
2426,Santana Jam,Santana - As Years Go By
2427,Evil Ways,Santana Live
2428,We've Got To Get Together/Jingo,Santana Live
2429,Rock Me,Santana Live
2430,Just Ain't Good Enough,Santana Live
2431,Funky Piano,Santana Live
2432,The Way You Do To Mer,Santana Live
2433,Holding Back The Years,Greatest Hits
2434,Money's Too Tight To Mention,Greatest Hits
2435,The Right Thing,Greatest Hits
2436,It's Only Love,Greatest Hits
2437,A New Flame,Greatest Hits
2438,You've Got It,Greatest Hits
2439,If You Don't Know Me By Now,Greatest Hits
2440,Stars,Greatest Hits
2441,Something Got Me Started,Greatest Hits
2442,Thrill Me,Greatest Hits
2443,Your Mirror,Greatest Hits
2444,For Your Babies,Greatest Hits
2445,So Beautiful,Greatest Hits
2446,Angel,Greatest Hits
2447,Fairground,Greatest Hits
2448,Água E Fogo,Maquinarama
2449,Três Lados,Maquinarama
2450,Ela Desapareceu,Maquinarama
2451,Balada Do Amor Inabalável,Maquinarama
2452,Canção Noturna,Maquinarama
2453,Muçulmano,Maquinarama
2454,Maquinarama,Maquinarama
2455,Rebelião,Maquinarama
2456,A Última Guerra,Maquinarama
2457,Fica,Maquinarama
2458,Ali,Maquinarama
2459,Preto Damião,Maquinarama
2460,É Uma Partida De Futebol,O Samba Poconé
2461,Eu Disse A Ela,O Samba Poconé
2462,Zé Trindade,O Samba Poconé
2463,Garota Nacional,O Samba Poconé
2464,Tão Seu,O Samba Poconé
2465,Sem Terra,O Samba Poconé
2466,Os Exilados,O Samba Poconé
2467,Um Dia Qualquer,O Samba Poconé
2468,Los Pretos,O Samba Poconé
2469,Sul Da América,O Samba Poconé
2470,Poconé,O Samba Poconé
2471,Lucky 13,Judas 0: B-Sides and Rarities
2472,Aeroplane Flies High,Judas 0: B-Sides and Rarities
2473,Because You Are,Judas 0: B-Sides and Rarities
2474,Slow Dawn,Judas 0: B-Sides and Rarities
2475,Believe,Judas 0: B-Sides and Rarities
2476,My Mistake,Judas 0: B-Sides and Rarities
2477,Marquis In Spades,Judas 0: B-Sides and Rarities
2478,Here's To The Atom Bomb,Judas 0: B-Sides and Rarities
2479,Sparrow,Judas 0: B-Sides and Rarities
